statement_id,mean,median,mode,std
0,2.0,2.0,2,0.0
1,1.4,1.0,1,0.5163977794943222
2,1.8,2.0,2,0.42163702135578396
3,1.8,2.0,2,0.4216370213557839
4,1.9,2.0,2,0.31622776601683794
5,2.0,2.0,2,0.0
6,1.0,1.0,1,0.0
7,1.9,2.0,2,0.31622776601683794
8,1.5,1.5,1,0.5270462766947299
9,2.0,2.0,2,0.0
10,1.9,2.0,2,0.31622776601683794
11,1.8,2.0,2,0.4216370213557839
12,2.0,2.0,2,0.0
13,1.9,2.0,2,0.31622776601683794
14,2.0,2.0,2,0.0
15,1.8,2.0,2,0.6324555320336759
16,1.8,2.0,2,0.6324555320336759
17,2.0,2.0,2,0.0
18,1.8,2.0,2,0.4216370213557839
19,1.9,2.0,2,0.31622776601683794
20,2.0,2.0,2,0.0
21,1.7,2.0,2,0.4830458915396479
22,2.0,2.0,2,0.0
23,2.0,2.0,2,0.0
24,1.4,1.0,1,0.5163977794943222
25,2.0,2.0,2,0.0
26,1.7,2.0,2,0.48304589153964794
27,1.7,2.0,2,0.4830458915396479
28,2.0,2.0,2,0.0
29,1.6,2.0,2,0.5163977794943222
30,2.0,2.0,2,0.0
31,2.0,2.0,2,0.0
32,0.0,0.0,0,0.0
33,1.7,2.0,2,0.483045891539648
34,1.6,2.0,2,0.5163977794943222
35,2.0,2.0,2,0.0
36,1.0,1.0,0,1.0540925533894598
37,1.8,2.0,2,0.4216370213557839
