statement_id,mean,median,mode,std
0,2.0,2.0,2,0.0
1,0.0,0.0,0,0.0
2,2.0,2.0,2,0.0
3,2.0,2.0,2,0.0
4,1.3,2.0,2,0.9486832980505138
5,2.0,2.0,2,0.0
6,2.0,2.0,2,0.0
7,0.0,0.0,0,0.0
8,2.0,2.0,2,0.0
9,2.0,2.0,2,0.0
10,1.6,2.0,2,0.8432740427115678
11,1.7,1.5,1,1.0593499054713802
12,2.0,2.0,2,0.0
13,0.0,0.0,0,0.0
14,0.0,0.0,0,0.0
15,2.0,2.0,2,0.0
16,2.0,2.0,2,0.0
17,2.0,2.0,2,0.0
18,2.0,2.0,2,0.0
19,2.0,2.0,2,0.0
20,0.0,0.0,0,0.0
21,2.0,2.0,2,0.0
22,0.0,0.0,0,0.0
23,2.0,2.0,2,0.0
24,1.1,1.0,1,0.31622776601683794
25,0.0,0.0,0,0.0
26,0.0,0.0,0,0.0
27,2.0,2.0,2,0.0
28,0.8,0.0,0,1.0327955589886444
29,0.0,0.0,0,0.0
30,2.0,2.0,2,0.0
31,0.0,0.0,0,0.0
32,0.6,1.0,1,0.5163977794943222
33,0.0,0.0,0,0.0
34,0.0,0.0,0,0.0
35,0.2,0.0,0,0.6324555320336759
36,2.0,2.0,2,0.0
37,0.8,0.0,0,1.0327955589886444
