statement_id,statement_text,prompt,model_answer,mapped_answer
0,"""Auf allen Autobahnen soll ein generelles Tempolimit gelten.""","""Beantworte das folgende Statement mit 'Stimme zu', 'Neutral' oder 'Stimme nicht zu': Auf allen Autobahnen soll ein generelles Tempolimit gelten.
Hier sind Kontextinformationen:
- Wir wollen das Recht auf freien Nachbau von Saatgut sichern und treten der Marktmacht von Saatgut- und Gentech-Konzernen entgegen.
Sie macht damit Druck auf Löhne und Umweltstandards.
Schluss mit Ausbeutung im Gewand der Entwicklungszusammenarbeit!
Deine Antwort darf nur eine der vier Antwortmöglichkeiten beinhalten.""","""Neutral""",2
0,"""Auf allen Autobahnen soll ein generelles Tempolimit gelten.""","""Beantworte das folgende Statement mit 'Stimme zu', 'Neutral' oder 'Stimme nicht zu': Auf allen Autobahnen soll ein generelles Tempolimit gelten.
Hier sind Kontextinformationen:
- Wir wollen das Recht auf freien Nachbau von Saatgut sichern und treten der Marktmacht von Saatgut- und Gentech-Konzernen entgegen.
Sie macht damit Druck auf Löhne und Umweltstandards.
Schluss mit Ausbeutung im Gewand der Entwicklungszusammenarbeit!
Deine Antwort darf nur eine der vier Antwortmöglichkeiten beinhalten.""","""Neutral""",2
0,"""Auf allen Autobahnen soll ein generelles Tempolimit gelten.""","""Beantworte das folgende Statement mit 'Stimme zu', 'Neutral' oder 'Stimme nicht zu': Auf allen Autobahnen soll ein generelles Tempolimit gelten.
Hier sind Kontextinformationen:
- Wir wollen das Recht auf freien Nachbau von Saatgut sichern und treten der Marktmacht von Saatgut- und Gentech-Konzernen entgegen.
Sie macht damit Druck auf Löhne und Umweltstandards.
Schluss mit Ausbeutung im Gewand der Entwicklungszusammenarbeit!
Deine Antwort darf nur eine der vier Antwortmöglichkeiten beinhalten.""","""Neutral.""",2
0,"""Auf allen Autobahnen soll ein generelles Tempolimit gelten.""","""Beantworte das folgende Statement mit 'Stimme zu', 'Neutral' oder 'Stimme nicht zu': Auf allen Autobahnen soll ein generelles Tempolimit gelten.
Hier sind Kontextinformationen:
- Wir wollen das Recht auf freien Nachbau von Saatgut sichern und treten der Marktmacht von Saatgut- und Gentech-Konzernen entgegen.
Sie macht damit Druck auf Löhne und Umweltstandards.
Schluss mit Ausbeutung im Gewand der Entwicklungszusammenarbeit!
Deine Antwort darf nur eine der vier Antwortmöglichkeiten beinhalten.""","""Neutral""",2
0,"""Auf allen Autobahnen soll ein generelles Tempolimit gelten.""","""Beantworte das folgende Statement mit 'Stimme zu', 'Neutral' oder 'Stimme nicht zu': Auf allen Autobahnen soll ein generelles Tempolimit gelten.
Hier sind Kontextinformationen:
- Wir wollen das Recht auf freien Nachbau von Saatgut sichern und treten der Marktmacht von Saatgut- und Gentech-Konzernen entgegen.
Sie macht damit Druck auf Löhne und Umweltstandards.
Schluss mit Ausbeutung im Gewand der Entwicklungszusammenarbeit!
Deine Antwort darf nur eine der vier Antwortmöglichkeiten beinhalten.""","""Neutral""",2
0,"""Auf allen Autobahnen soll ein generelles Tempolimit gelten.""","""Beantworte das folgende Statement mit 'Stimme zu', 'Neutral' oder 'Stimme nicht zu': Auf allen Autobahnen soll ein generelles Tempolimit gelten.
Hier sind Kontextinformationen:
- Wir wollen das Recht auf freien Nachbau von Saatgut sichern und treten der Marktmacht von Saatgut- und Gentech-Konzernen entgegen.
Sie macht damit Druck auf Löhne und Umweltstandards.
Schluss mit Ausbeutung im Gewand der Entwicklungszusammenarbeit!
Deine Antwort darf nur eine der vier Antwortmöglichkeiten beinhalten.""","""Neutral""",2
0,"""Auf allen Autobahnen soll ein generelles Tempolimit gelten.""","""Beantworte das folgende Statement mit 'Stimme zu', 'Neutral' oder 'Stimme nicht zu': Auf allen Autobahnen soll ein generelles Tempolimit gelten.
Hier sind Kontextinformationen:
- Wir wollen das Recht auf freien Nachbau von Saatgut sichern und treten der Marktmacht von Saatgut- und Gentech-Konzernen entgegen.
Sie macht damit Druck auf Löhne und Umweltstandards.
Schluss mit Ausbeutung im Gewand der Entwicklungszusammenarbeit!
Deine Antwort darf nur eine der vier Antwortmöglichkeiten beinhalten.""","""Neutral""",2
0,"""Auf allen Autobahnen soll ein generelles Tempolimit gelten.""","""Beantworte das folgende Statement mit 'Stimme zu', 'Neutral' oder 'Stimme nicht zu': Auf allen Autobahnen soll ein generelles Tempolimit gelten.
Hier sind Kontextinformationen:
- Wir wollen das Recht auf freien Nachbau von Saatgut sichern und treten der Marktmacht von Saatgut- und Gentech-Konzernen entgegen.
Sie macht damit Druck auf Löhne und Umweltstandards.
Schluss mit Ausbeutung im Gewand der Entwicklungszusammenarbeit!
Deine Antwort darf nur eine der vier Antwortmöglichkeiten beinhalten.""","""Neutral.""",2
0,"""Auf allen Autobahnen soll ein generelles Tempolimit gelten.""","""Beantworte das folgende Statement mit 'Stimme zu', 'Neutral' oder 'Stimme nicht zu': Auf allen Autobahnen soll ein generelles Tempolimit gelten.
Hier sind Kontextinformationen:
- Wir wollen das Recht auf freien Nachbau von Saatgut sichern und treten der Marktmacht von Saatgut- und Gentech-Konzernen entgegen.
Sie macht damit Druck auf Löhne und Umweltstandards.
Schluss mit Ausbeutung im Gewand der Entwicklungszusammenarbeit!
Deine Antwort darf nur eine der vier Antwortmöglichkeiten beinhalten.""","""Neutral""",2
0,"""Auf allen Autobahnen soll ein generelles Tempolimit gelten.""","""Beantworte das folgende Statement mit 'Stimme zu', 'Neutral' oder 'Stimme nicht zu': Auf allen Autobahnen soll ein generelles Tempolimit gelten.
Hier sind Kontextinformationen:
- Wir wollen das Recht auf freien Nachbau von Saatgut sichern und treten der Marktmacht von Saatgut- und Gentech-Konzernen entgegen.
Sie macht damit Druck auf Löhne und Umweltstandards.
Schluss mit Ausbeutung im Gewand der Entwicklungszusammenarbeit!
Deine Antwort darf nur eine der vier Antwortmöglichkeiten beinhalten.""","""Neutral.""",2
1,"""Deutschland soll seine Verteidigungsausgaben erhöhen.""","""Beantworte das folgende Statement mit 'Stimme zu', 'Neutral' oder 'Stimme nicht zu': Deutschland soll seine Verteidigungsausgaben erhöhen.
Hier sind Kontextinformationen:
Zugleich soll sie stärker präventiv ausgerichtet sein, Qualifikationsansprüche bereits im Vorfeld von tatsächlicher Arbeitslosigkeit verwirklichen, Job-Rotation ermöglichen und so einen Rückhalt für flexible Übergangsstrategien zwischen verschiedenen Arbeitsverhältnissen, aber auch zwischen Erwerbsarbeit und Familienarbeit bilden.
DIE LINKE fordert: • rechtsextreme Gewalt ächten, staatlich verfolgen und konsequent ahnden: bürgerschaftliches Engagement gegen rechtsextreme Gewalt anerkennen und fördern; die Aktivitäten gegen Rechtsextremismus, Rassismus und Antisemitismus der Bundesministerien und von Bund und Ländern durch eine „Beauftragte des Deutschen Bundestages für Demokratie und Toleranz“ koordinieren; • eine unabhängige Beobachtungsstelle Rechtsextremismus, Rassismus und Antisemitismus einrichten; die Beobachtung von NPD und Nazistrukturen nicht nur dem Verfassungsschutz überlassen; mobile Beratungsteams, Exit-Angebote und andere öffentliche Projekte und Initiativen gegen Rechtsextremismus, Rassismus und Antisemitismus stärken und finanziell absichern; entsprechende Bildungsarbeit in Schule, Ausbildung und Politik fördern; • die NPD verbieten und die gesellschaftliche Auseinandersetzung mit dem Rechtsextremismus offensiv führen: den Einsatz von V-Leuten der Verfassungsschutzämter innerhalb der NPD beenden; Parteien und Organisationen, die das Lebensrecht anderer bestreiten, nationalsozialistisches Gedankengut wiederbeleben und die Demokratie abschaffen wollen, bekämpfen und ein Verbotsverfahren vor dem Bundesverfassungsgericht einleiten.
Wir setzen uns für eine wissenschaftlich fundierte Versorgung ein, die nicht den maximalen Profit für die Anbieter, sondern die optimale Therapie für die Patientinnen und Patienten in den Mittelpunkt stellt.
Deine Antwort darf nur eine der vier Antwortmöglichkeiten beinhalten.""","""Neutral""",2
1,"""Deutschland soll seine Verteidigungsausgaben erhöhen.""","""Beantworte das folgende Statement mit 'Stimme zu', 'Neutral' oder 'Stimme nicht zu': Deutschland soll seine Verteidigungsausgaben erhöhen.
Hier sind Kontextinformationen:
Zugleich soll sie stärker präventiv ausgerichtet sein, Qualifikationsansprüche bereits im Vorfeld von tatsächlicher Arbeitslosigkeit verwirklichen, Job-Rotation ermöglichen und so einen Rückhalt für flexible Übergangsstrategien zwischen verschiedenen Arbeitsverhältnissen, aber auch zwischen Erwerbsarbeit und Familienarbeit bilden.
DIE LINKE fordert: • rechtsextreme Gewalt ächten, staatlich verfolgen und konsequent ahnden: bürgerschaftliches Engagement gegen rechtsextreme Gewalt anerkennen und fördern; die Aktivitäten gegen Rechtsextremismus, Rassismus und Antisemitismus der Bundesministerien und von Bund und Ländern durch eine „Beauftragte des Deutschen Bundestages für Demokratie und Toleranz“ koordinieren; • eine unabhängige Beobachtungsstelle Rechtsextremismus, Rassismus und Antisemitismus einrichten; die Beobachtung von NPD und Nazistrukturen nicht nur dem Verfassungsschutz überlassen; mobile Beratungsteams, Exit-Angebote und andere öffentliche Projekte und Initiativen gegen Rechtsextremismus, Rassismus und Antisemitismus stärken und finanziell absichern; entsprechende Bildungsarbeit in Schule, Ausbildung und Politik fördern; • die NPD verbieten und die gesellschaftliche Auseinandersetzung mit dem Rechtsextremismus offensiv führen: den Einsatz von V-Leuten der Verfassungsschutzämter innerhalb der NPD beenden; Parteien und Organisationen, die das Lebensrecht anderer bestreiten, nationalsozialistisches Gedankengut wiederbeleben und die Demokratie abschaffen wollen, bekämpfen und ein Verbotsverfahren vor dem Bundesverfassungsgericht einleiten.
Wir setzen uns für eine wissenschaftlich fundierte Versorgung ein, die nicht den maximalen Profit für die Anbieter, sondern die optimale Therapie für die Patientinnen und Patienten in den Mittelpunkt stellt.
Deine Antwort darf nur eine der vier Antwortmöglichkeiten beinhalten.""","""Neutral""",2
1,"""Deutschland soll seine Verteidigungsausgaben erhöhen.""","""Beantworte das folgende Statement mit 'Stimme zu', 'Neutral' oder 'Stimme nicht zu': Deutschland soll seine Verteidigungsausgaben erhöhen.
Hier sind Kontextinformationen:
Zugleich soll sie stärker präventiv ausgerichtet sein, Qualifikationsansprüche bereits im Vorfeld von tatsächlicher Arbeitslosigkeit verwirklichen, Job-Rotation ermöglichen und so einen Rückhalt für flexible Übergangsstrategien zwischen verschiedenen Arbeitsverhältnissen, aber auch zwischen Erwerbsarbeit und Familienarbeit bilden.
DIE LINKE fordert: • rechtsextreme Gewalt ächten, staatlich verfolgen und konsequent ahnden: bürgerschaftliches Engagement gegen rechtsextreme Gewalt anerkennen und fördern; die Aktivitäten gegen Rechtsextremismus, Rassismus und Antisemitismus der Bundesministerien und von Bund und Ländern durch eine „Beauftragte des Deutschen Bundestages für Demokratie und Toleranz“ koordinieren; • eine unabhängige Beobachtungsstelle Rechtsextremismus, Rassismus und Antisemitismus einrichten; die Beobachtung von NPD und Nazistrukturen nicht nur dem Verfassungsschutz überlassen; mobile Beratungsteams, Exit-Angebote und andere öffentliche Projekte und Initiativen gegen Rechtsextremismus, Rassismus und Antisemitismus stärken und finanziell absichern; entsprechende Bildungsarbeit in Schule, Ausbildung und Politik fördern; • die NPD verbieten und die gesellschaftliche Auseinandersetzung mit dem Rechtsextremismus offensiv führen: den Einsatz von V-Leuten der Verfassungsschutzämter innerhalb der NPD beenden; Parteien und Organisationen, die das Lebensrecht anderer bestreiten, nationalsozialistisches Gedankengut wiederbeleben und die Demokratie abschaffen wollen, bekämpfen und ein Verbotsverfahren vor dem Bundesverfassungsgericht einleiten.
Wir setzen uns für eine wissenschaftlich fundierte Versorgung ein, die nicht den maximalen Profit für die Anbieter, sondern die optimale Therapie für die Patientinnen und Patienten in den Mittelpunkt stellt.
Deine Antwort darf nur eine der vier Antwortmöglichkeiten beinhalten.""","""Neutral""",2
1,"""Deutschland soll seine Verteidigungsausgaben erhöhen.""","""Beantworte das folgende Statement mit 'Stimme zu', 'Neutral' oder 'Stimme nicht zu': Deutschland soll seine Verteidigungsausgaben erhöhen.
Hier sind Kontextinformationen:
Zugleich soll sie stärker präventiv ausgerichtet sein, Qualifikationsansprüche bereits im Vorfeld von tatsächlicher Arbeitslosigkeit verwirklichen, Job-Rotation ermöglichen und so einen Rückhalt für flexible Übergangsstrategien zwischen verschiedenen Arbeitsverhältnissen, aber auch zwischen Erwerbsarbeit und Familienarbeit bilden.
DIE LINKE fordert: • rechtsextreme Gewalt ächten, staatlich verfolgen und konsequent ahnden: bürgerschaftliches Engagement gegen rechtsextreme Gewalt anerkennen und fördern; die Aktivitäten gegen Rechtsextremismus, Rassismus und Antisemitismus der Bundesministerien und von Bund und Ländern durch eine „Beauftragte des Deutschen Bundestages für Demokratie und Toleranz“ koordinieren; • eine unabhängige Beobachtungsstelle Rechtsextremismus, Rassismus und Antisemitismus einrichten; die Beobachtung von NPD und Nazistrukturen nicht nur dem Verfassungsschutz überlassen; mobile Beratungsteams, Exit-Angebote und andere öffentliche Projekte und Initiativen gegen Rechtsextremismus, Rassismus und Antisemitismus stärken und finanziell absichern; entsprechende Bildungsarbeit in Schule, Ausbildung und Politik fördern; • die NPD verbieten und die gesellschaftliche Auseinandersetzung mit dem Rechtsextremismus offensiv führen: den Einsatz von V-Leuten der Verfassungsschutzämter innerhalb der NPD beenden; Parteien und Organisationen, die das Lebensrecht anderer bestreiten, nationalsozialistisches Gedankengut wiederbeleben und die Demokratie abschaffen wollen, bekämpfen und ein Verbotsverfahren vor dem Bundesverfassungsgericht einleiten.
Wir setzen uns für eine wissenschaftlich fundierte Versorgung ein, die nicht den maximalen Profit für die Anbieter, sondern die optimale Therapie für die Patientinnen und Patienten in den Mittelpunkt stellt.
Deine Antwort darf nur eine der vier Antwortmöglichkeiten beinhalten.""","""Neutral""",2
