statement_id,mean,median,mode,std
0,1.0,1.0,1,0.0
1,0.1,0.0,0,0.31622776601683794
2,0.8,0.0,0,1.0327955589886444
3,1.1,1.0,1,0.31622776601683794
4,1.0,1.0,1,0.0
5,0.0,0.0,0,0.0
6,0.6,0.5,0,0.699205898780101
7,0.0,0.0,0,0.0
8,1.0,1.0,1,0.0
9,1.0,1.0,1,0.0
10,0.0,0.0,0,0.0
11,0.0,0.0,0,0.0
12,0.7,0.0,0,0.9486832980505139
13,1.0,1.0,1,0.0
14,0.6,0.0,0,0.9660917830792959
15,0.0,0.0,0,0.0
16,1.0,1.0,1,0.0
17,0.2,0.0,0,0.6324555320336759
18,0.0,0.0,0,0.0
19,0.6,0.0,0,0.8432740427115678
20,0.0,0.0,0,0.0
21,1.0,1.0,1,0.0
22,0.0,0.0,0,0.0
23,1.3,1.0,1,0.4830458915396479
24,1.0,1.0,1,0.0
25,0.0,0.0,0,0.0
26,0.0,0.0,0,0.0
27,0.0,0.0,0,0.0
28,1.0,1.0,1,0.4714045207910316
29,0.0,0.0,0,0.0
30,0.0,0.0,0,0.0
31,0.2,0.0,0,0.6324555320336759
32,1.0,1.0,1,0.0
33,0.0,0.0,0,0.0
34,0.3,0.0,0,0.48304589153964794
35,1.3,1.0,1,0.48304589153964794
36,1.1,1.0,1,0.31622776601683794
37,0.0,0.0,0,0.0
