statement_id,mean,median,mode,std
0,3.6,4.0,4,0.5163977794943223
1,1.1,1.0,1,0.31622776601683794
2,1.8,2.0,2,0.4216370213557839
3,1.0,1.0,1,0.0
4,3.1,3.0,4,0.8755950357709131
5,1.7,2.0,2,0.48304589153964794
6,1.7,1.5,1,0.8232726023485646
7,3.1,3.0,3,0.31622776601683805
8,1.9,1.5,1,1.1005049346146119
9,3.3,3.0,3,0.4830458915396479
10,2.7,3.0,3,0.9486832980505139
11,1.6,2.0,2,0.5163977794943222
12,1.6,2.0,2,0.5163977794943222
13,1.8,1.0,1,1.0327955589886444
14,2.1,2.0,2,0.9944289260117533
15,1.7,2.0,2,0.6749485577105528
16,1.2,1.0,1,0.4216370213557839
17,2.9,3.0,4,1.1005049346146119
18,1.6,1.5,1,0.6992058987801011
19,3.0,3.0,3,0.4714045207910317
20,2.5,3.0,3,1.0801234497346435
21,1.0,1.0,1,0.0
22,3.5,3.5,3,0.5270462766947299
23,1.7,2.0,2,0.48304589153964794
24,2.2,2.5,1,1.1352924243950933
25,1.8,2.0,2,0.9189365834726815
26,1.2,1.0,1,0.4216370213557839
27,1.0,1.0,1,0.0
28,1.4,1.0,1,0.5163977794943222
29,1.4,1.0,1,0.5163977794943222
30,1.4,1.0,1,0.5163977794943222
31,1.5,1.5,1,0.5270462766947299
32,1.0,1.0,1,0.0
33,1.9,2.0,2,0.5676462121975466
34,1.4,1.0,1,0.5163977794943222
35,3.4,4.0,4,1.07496769977314
36,1.5,1.5,1,0.5270462766947299
37,1.8,2.0,2,0.4216370213557839
38,1.6,2.0,2,0.5163977794943222
39,1.2,1.0,1,0.4216370213557839
40,1.0,1.0,1,0.0
41,1.6,2.0,2,0.5163977794943223
42,1.3,1.0,1,0.48304589153964794
43,1.3,1.0,1,0.483045891539648
44,1.8,1.0,1,1.0327955589886444
45,1.0,1.0,1,0.0
46,3.1,4.0,4,1.1972189997378648
47,1.5,1.0,1,0.97182531580755
48,1.0,1.0,1,0.0
49,2.5,3.0,3,0.97182531580755
50,2.7,3.0,3,0.48304589153964794
51,1.4,1.0,1,0.5163977794943222
52,1.2,1.0,1,0.4216370213557839
53,1.8,2.0,2,0.4216370213557839
54,2.6,3.0,3,0.5163977794943221
55,2.1,2.0,2,1.1005049346146119
56,2.1,2.0,2,1.1005049346146119
57,3.0,3.0,3,0.0
58,3.1,3.0,3,0.31622776601683794
59,3.5,3.5,3,0.5270462766947299
60,1.2,1.0,1,0.4216370213557839
61,2.7,3.0,3,0.9486832980505138
